survived,pclass,sex,age,sibsp,parch,fare,alone,family_size,is_alone,embarked_Q,embarked_S,age_group_teen,age_group_young_adult,age_group_adult,age_group_senior
0,3,0,-0.5450039275818203,1,0,-0.5881368868890025,0,0.037138750121092655,0,0,1,0,1,0,0
1,1,1,0.604229992319288,1,0,0.8268920986886399,0,0.037138750121092655,0,0,0,0,0,1,0
1,3,1,-0.25769544760654317,0,0,-0.5732205142318864,1,-0.6212300020255496,1,0,1,0,1,0,0
1,1,1,0.3887486323378302,1,0,0.4250715373017687,0,0.037138750121092655,0,0,1,0,1,0,0
0,3,0,0.3887486323378302,0,0,-0.5704582229990871,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,-0.32952256760036247,0,0,-0.5614354749162715,1,-0.6212300020255496,1,1,0,0,1,0,0
0,1,0,1.7534639122203963,0,0,0.3977248540970559,1,-0.6212300020255496,1,0,1,0,0,1,0
0,3,0,-1.9815463274582057,3,1,-0.2826274765414035,0,2.0122450065610193,0,0,1,0,0,0,0
1,3,1,-0.18586832761272393,0,2,-0.5023224425343673,0,0.6955075022677348,0,0,1,0,1,0,0
1,2,1,-1.1196208875323743,1,0,-0.08383532076527837,0,0.037138750121092655,0,0,0,1,0,0,0
1,3,1,-1.837892087470567,1,1,-0.37930766968937785,0,0.6955075022677348,0,0,1,0,0,0,0
1,1,1,2.0407723921956733,0,0,-0.1616391205447956,1,-0.6212300020255496,1,0,1,0,0,1,0
0,3,0,-0.6886581675694587,0,0,-0.5704582229990871,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,0.6760571123131073,1,5,-0.057224511944983354,0,3.3289825108543036,0,0,1,0,0,1,0
0,3,1,-1.1196208875323743,0,0,-0.5747850759861439,1,-0.6212300020255496,1,0,1,1,0,0,0
1,2,1,1.8252910322142155,0,0,-0.39477650059305375,1,-0.6212300020255496,1,0,1,0,0,1,0
0,3,0,-1.9815463274582057,4,1,-0.10473592114913072,0,2.6706137587076615,0,1,0,0,0,0,0
1,2,0,0.06552659236564351,0,0,-0.46107149018023613,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,1,0.10144015236255315,1,0,-0.3505798408682655,0,0.037138750121092655,0,0,1,0,1,0,0
1,3,1,-0.5450039275818203,0,0,-0.5886893451355623,1,-0.6212300020255496,1,0,0,0,1,0,0
0,2,0,0.3887486323378302,0,0,-0.17379320196911238,1,-0.6212300020255496,1,0,1,0,1,0,0
1,2,0,0.31692151234401095,0,0,-0.46107149018023613,1,-0.6212300020255496,1,0,1,0,1,0,0
1,3,1,-1.0477937675385551,0,0,-0.570917868260225,1,-0.6212300020255496,1,1,0,1,0,0,0
1,1,0,-0.11404120761890466,0,0,0.0361409317236319,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,1,-1.55058360749529,3,1,-0.2826274765414035,0,2.0122450065610193,0,0,1,0,0,0,0
1,3,1,0.604229992319288,1,5,-0.054738449835464,0,3.3289825108543036,0,0,1,0,0,1,0
0,3,0,-0.32952256760036247,0,0,-0.5886893451355623,1,-0.6212300020255496,1,0,0,0,1,0,0
0,1,0,-0.760485287563278,3,2,5.049699519254301,0,2.6706137587076615,0,0,1,0,1,0,0
1,3,1,-0.5450039275818203,0,0,-0.574232617739584,1,-0.6212300020255496,1,1,0,0,1,0,0
0,3,0,-0.32952256760036247,0,0,-0.5738657854638682,1,-0.6212300020255496,1,0,1,0,1,0,0
0,1,0,0.7478842323069266,0,0,-0.13576639594190454,1,-0.6212300020255496,1,0,0,0,0,1,0
1,1,1,0.3887486323378302,1,0,2.489515191710519,0,0.037138750121092655,0,0,0,0,1,0,0
1,3,1,-0.5450039275818203,0,0,-0.5770877219578053,1,-0.6212300020255496,1,1,0,0,1,0,0
0,2,0,2.6153893521462273,0,0,-0.5163173148362215,1,-0.6212300020255496,1,0,1,0,0,0,1
0,1,0,-0.11404120761890466,1,0,1.0674876650654561,0,0.037138750121092655,0,0,0,0,1,0,0
0,1,0,0.8915384722945651,1,0,0.40076337445313515,0,0.037138750121092655,0,0,1,0,0,1,0
1,3,0,-0.32952256760036247,0,0,-0.5885965321501403,1,-0.6212300020255496,1,0,0,0,1,0,0
0,3,0,-0.6168310475756396,0,0,-0.5704582229990871,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,1,-0.8323124075570973,2,0,-0.3505798408682655,0,0.6955075022677348,0,0,1,1,0,0,0
1,3,1,-1.1196208875323743,1,0,-0.4999269835772837,0,0.037138750121092655,0,0,0,1,0,0,0
0,3,1,0.7478842323069266,1,0,-0.5389681029451755,0,0.037138750121092655,0,0,1,0,0,1,0
0,2,1,-0.18586832761272393,1,0,-0.28428485128108305,0,0.037138750121092655,0,0,1,0,1,0,0
0,3,0,-0.32952256760036247,0,0,-0.5738657854638682,1,-0.6212300020255496,1,0,0,0,1,0,0
1,2,1,-1.9097192074643863,1,2,0.17048109862309835,0,1.353876254414377,0,0,0,0,0,0,0
1,3,1,-0.760485287563278,0,0,-0.574232617739584,1,-0.6212300020255496,1,1,0,0,1,0,0
0,3,0,-0.32952256760036247,0,0,-0.5704582229990871,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,-0.32952256760036247,1,0,-0.4058256655242508,0,0.037138750121092655,0,1,0,0,1,0,0
0,3,0,-0.32952256760036247,2,0,-0.26927566563854494,0,0.6955075022677348,0,0,0,0,1,0,0
0,3,1,-0.8323124075570973,1,0,-0.35499950684074427,0,0.037138750121092655,0,0,1,1,0,0,0
0,3,0,-1.6224107274891093,4,1,0.12867768802240734,0,2.6706137587076615,0,0,1,0,0,0,0
0,3,0,-0.6168310475756396,0,0,-0.5759828054646856,1,-0.6212300020255496,1,0,1,0,1,0,0
1,1,1,1.3943283122513,1,0,0.9472373932862523,0,0.037138750121092655,0,0,0,0,0,1,0
1,2,1,-0.042214087625085384,1,0,-0.17379320196911238,0,0.037138750121092655,0,0,1,0,1,0,0
0,1,0,2.543562232152408,0,1,0.6212870278159387,0,0.037138750121092655,0,0,0,0,0,0,1
1,1,0,0.7478842323069266,0,0,0.0361409317236319,1,-0.6212300020255496,1,0,1,0,0,1,0
1,2,1,-0.6168310475756396,0,0,-0.5163173148362215,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,-0.07812764762199502,0,0,-0.5885965321501403,1,-0.6212300020255496,1,0,0,0,1,0,0
1,2,1,-1.7660649674767477,1,2,-0.13512112470992266,0,1.353876254414377,0,0,1,0,0,0,0
0,3,0,-1.335102247513832,5,2,0.288061892154925,0,3.987351263000946,0,0,1,0,0,0,0
0,3,0,-0.5450039275818203,0,0,-0.5885965321501403,1,-0.6212300020255496,1,0,0,0,1,0,0
1,1,1,0.604229992319288,0,0,1.019516610600171,1,-0.6212300020255496,1,0,1,0,0,1,0
0,1,0,1.107019832276023,1,0,1.0963083068719905,0,0.037138750121092655,0,0,1,0,0,1,0
0,3,0,-1.837892087470567,3,2,-0.13180637523056357,0,2.6706137587076615,0,0,1,0,0,0,0
0,1,0,0.7478842323069266,0,0,-0.13576639594190454,1,-0.6212300020255496,1,0,0,0,0,1,0
1,3,0,-0.32952256760036247,1,1,-0.41144306097527145,0,0.6955075022677348,0,0,0,0,1,0,0
1,2,1,-0.042214087625085384,0,0,-0.5163173148362215,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,-0.760485287563278,0,0,-0.5680649738749899,1,-0.6212300020255496,1,0,1,0,1,0,0
1,3,1,-0.9041395275509165,4,2,-0.5732205142318864,0,3.3289825108543036,0,0,1,1,0,0,0
0,3,0,-0.25769544760654317,2,0,-0.5569229959583707,0,0.6955075022677348,0,0,1,0,1,0,0
0,2,0,0.1732672723563724,0,0,-0.5163173148362215,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,1,-0.9759666475447358,5,2,0.288061892154925,0,3.987351263000946,0,0,1,1,0,0,0
0,2,0,-0.6168310475756396,0,0,0.8758774664946091,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,-0.25769544760654317,1,0,-0.4289360988943426,0,0.037138750121092655,0,0,0,0,1,0,0
1,3,0,0.1732672723563724,0,0,0.5001130458484868,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,-0.32952256760036247,0,0,-0.5792975549440448,1,-0.6212300020255496,1,0,1,0,1,0,0
1,2,0,-2.065584057850974,0,2,-0.10749821238192998,0,0.6955075022677348,0,0,1,0,0,0,0
1,3,1,0.02961303236873388,0,0,-0.47267311335799306,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,-0.5450039275818203,0,0,-0.5494648096298127,1,-0.6212300020255496,1,0,1,0,1,0,0
1,3,0,-0.042214087625085384,0,0,-0.5384156446986156,1,-0.6212300020255496,1,0,1,0,1,0,0
1,3,1,-0.5450039275818203,0,0,-0.5762590345879656,1,-0.6212300020255496,1,1,0,0,1,0,0
0,1,0,-0.11404120761890466,0,0,0.2924815581274039,1,-0.6212300020255496,1,0,1,0,1,0,0
1,2,1,-0.9041395275509165,0,0,-0.5163173148362215,1,-0.6212300020255496,1,0,1,1,0,0,0
1,3,1,0.24509439235019168,3,0,-0.39809125007241286,0,1.353876254414377,0,0,1,0,1,0,0
0,3,0,-0.9759666475447358,1,3,0.0112803106284385,0,2.0122450065610193,0,0,1,1,0,0,0
1,1,1,-0.473176807588001,3,2,5.049699519254301,0,2.6706137587076615,0,0,1,0,1,0,0
0,3,0,-0.4013496875941817,0,0,-0.5704582229990871,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,-0.042214087625085384,0,0,-0.5704582229990871,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,-0.6886581675694587,0,0,-0.5747850759861439,1,-0.6212300020255496,1,0,1,0,1,0,0
0,1,0,1.1788469522698422,1,0,0.6035155509406013,0,0.037138750121092655,0,0,1,0,0,1,0
0,3,0,-0.25769544760654317,1,2,-0.2936766414726006,0,1.353876254414377,0,0,1,0,1,0,0
0,3,0,2.1125995121894925,0,0,-0.5881368868890025,1,-0.6212300020255496,1,0,1,0,0,1,0
0,1,0,2.9745249521153236,0,0,0.017450164326019008,1,-0.6212300020255496,1,0,0,0,0,0,1
1,1,0,-0.473176807588001,0,1,0.6517628345291665,0,0.037138750121092655,0,0,0,0,1,0,0
1,2,1,0.31692151234401095,0,1,-0.2400881915562948,0,0.037138750121092655,0,0,1,0,1,0,0
0,2,0,0.31692151234401095,1,0,-0.17379320196911238,0,0.037138750121092655,0,0,1,0,1,0,0
0,3,1,-0.11404120761890466,0,0,-0.5738657854638682,1,-0.6212300020255496,1,0,1,0,1,0,0
0,1,0,-0.6168310475756396,0,1,0.9595748908484267,0,0.037138750121092655,0,0,1,0,1,0,0
0,3,0,0.24509439235019168,0,0,-0.5571064120962286,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,0.5324028723254688,2,0,-0.5732205142318864,0,0.6955075022677348,0,0,1,0,0,1,0
0,3,0,-0.11404120761890466,0,0,-0.5738657854638682,1,-0.6212300020255496,1,0,1,0,1,0,0
1,3,1,-0.6168310475756396,0,0,-0.5792975549440448,1,-0.6212300020255496,1,0,1,0,1,0,0
1,3,0,-0.32952256760036247,0,0,-0.5765352637112455,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,0.604229992319288,0,0,-0.5738657854638682,1,-0.6212300020255496,1,0,1,0,0,1,0
1,3,1,-0.5450039275818203,1,0,-0.21467511221454158,0,0.037138750121092655,0,1,0,0,1,0,0
0,1,0,1.2506740722636613,0,0,0.40076337445313515,1,-0.6212300020255496,1,0,1,0,0,1,0
0,3,1,-1.0837073275354647,1,0,-0.4289360988943426,0,0.037138750121092655,0,0,0,1,0,0,0
0,3,0,-0.5450039275818203,0,0,-0.5704582229990871,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,1,-0.6886581675694587,1,0,-0.5312336874933375,0,0.037138750121092655,0,0,1,0,1,0,0
0,3,1,-0.9041395275509165,0,0,-0.4288454957419068,1,-0.6212300020255496,1,0,0,1,0,0,0
0,3,0,-0.6168310475756396,0,0,-0.5732205142318864,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,2.938611392118414,0,0,-0.5770877219578053,1,-0.6212300020255496,1,1,0,0,0,0,1
0,2,0,-0.042214087625085384,1,0,-0.28428485128108305,0,0.037138750121092655,0,0,1,0,1,0,0
0,1,0,-0.4013496875941817,0,1,4.721446507812327,0,0.037138750121092655,0,0,0,0,1,0,0
0,3,1,-1.9815463274582057,4,2,-0.057224511944983354,0,3.3289825108543036,0,0,1,0,0,0,0
0,2,0,-0.6168310475756396,2,0,0.8758774664946091,0,0.6955075022677348,0,0,1,0,1,0,0
0,2,0,0.20918083235328205,1,0,-0.08383532076527837,0,0.037138750121092655,0,0,0,0,1,0,0
1,2,1,0.20918083235328205,0,0,-0.46107149018023613,1,-0.6212300020255496,1,0,1,0,1,0,0
0,1,0,1.7534639122203963,0,1,0.9595748908484267,0,0.037138750121092655,0,0,1,0,0,1,0
1,3,0,-1.263275127520013,1,0,-0.4999269835772837,0,0.037138750121092655,0,0,0,0,0,0,0
0,3,0,-0.32952256760036247,0,0,-0.5770877219578053,1,-0.6212300020255496,1,1,0,0,1,0,0
1,3,0,-0.4013496875941817,0,0,-0.5905301360130997,1,-0.6212300020255496,1,0,1,0,1,0,0
1,3,1,-0.5450039275818203,1,1,-0.25426868982899314,0,0.6955075022677348,0,0,0,0,1,0,0
0,3,0,1.107019832276023,0,0,-0.5942139276011608,1,-0.6212300020255496,1,0,1,0,0,1,0
0,3,0,0.24509439235019168,0,0,-0.5738657854638682,1,-0.6212300020255496,1,0,0,0,1,0,0
0,3,0,-0.6886581675694587,0,0,-0.5925565528614812,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,1,1.2506740722636613,1,0,-0.42792399538664494,0,0.037138750121092655,0,0,1,0,0,1,0
0,2,0,-0.32952256760036247,0,0,-0.46107149018023613,1,-0.6212300020255496,1,0,1,0,1,0,0
0,2,0,-0.473176807588001,0,0,-0.4158627269477502,1,-0.6212300020255496,1,0,0,0,1,0,0
1,1,1,-0.760485287563278,0,2,-0.16753274511909613,0,0.6955075022677348,0,0,1,0,1,0,0
0,1,0,0.5324028723254688,1,0,0.4250715373017687,0,0.037138750121092655,0,0,1,0,0,1,0
0,3,0,-0.9759666475447358,0,0,-0.5446761015486319,1,-0.6212300020255496,1,0,1,1,0,0,0
0,1,0,-0.4013496875941817,0,0,1.0018379467102556,1,-0.6212300020255496,1,0,0,0,1,0,0
0,3,1,-0.5450039275818203,0,2,-0.41144306097527145,0,0.6955075022677348,0,0,0,0,1,0,0
1,3,1,-0.5450039275818203,0,0,-0.5770877219578053,1,-0.6212300020255496,1,0,1,0,1,0,0
1,3,1,-0.4013496875941817,1,0,-0.39809125007241286,0,0.037138750121092655,0,0,1,0,1,0,0
0,3,0,-0.760485287563278,0,0,-0.5991860518201995,1,-0.6212300020255496,1,1,0,0,1,0,0
0,2,0,-0.8323124075570973,0,0,-0.4942189849738274,1,-0.6212300020255496,1,0,1,1,0,0,0
0,2,0,-0.760485287563278,1,1,0.06376384405162457,0,0.6955075022677348,0,0,1,0,1,0,0
1,3,0,-0.18586832761272393,0,0,-0.5760756184501077,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,1,-1.4787564875014707,2,2,0.0112803106284385,0,2.0122450065610193,0,0,1,0,0,0,0
0,2,0,0.49648931232855914,0,2,-0.17379320196911238,0,0.6955075022677348,0,0,1,0,0,1,0
0,2,0,0.8915384722945651,0,0,-0.46107149018023613,1,-0.6212300020255496,1,0,1,0,0,1,0
0,2,0,1.5379825522389385,0,0,-0.4715681968648734,1,-0.6212300020255496,1,0,1,0,0,1,0
1,1,1,-0.5450039275818203,1,0,0.7233989904440894,0,0.037138750121092655,0,0,1,0,1,0,0
0,3,0,1.861204592211125,0,0,-0.5704582229990871,1,-0.6212300020255496,1,0,1,0,0,1,0
0,3,0,0.7837977923038362,0,2,-0.42792399538664494,0,0.6955075022677348,0,0,1,0,0,1,0
0,3,0,-0.32952256760036247,0,0,-0.5867557412726028,1,-0.6212300020255496,1,0,1,0,1,0,0
0,1,0,1.5379825522389385,0,1,0.6080280298985021,0,0.037138750121092655,0,0,0,0,0,1,0
1,3,1,-0.9759666475447358,0,0,-0.5774567640665074,1,-0.6212300020255496,1,1,0,1,0,0,0
0,3,0,0.02961303236873388,0,0,-0.5704582229990871,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,-0.32952256760036247,0,0,-0.5569229959583707,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,-0.32952256760036247,8,2,0.7885890635381522,0,5.962457519440872,0,0,1,0,1,0,0
0,3,0,1.0351927122822036,0,1,-0.3925666676068143,0,0.037138750121092655,0,0,1,0,0,1,0
1,2,1,0.7478842323069266,0,0,-0.4003010830586523,1,-0.6212300020255496,1,0,1,0,0,1,0
0,3,0,-0.25769544760654317,0,0,-0.5765352637112455,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,-0.9041395275509165,0,0,-0.5569229959583707,1,-0.6212300020255496,1,0,1,1,0,0,0
0,3,0,-2.053373447452025,4,1,0.12867768802240734,0,2.6706137587076615,0,0,1,0,0,0,0
1,3,0,-1.4787564875014707,0,2,-0.2947815579657203,0,0.6955075022677348,0,0,1,0,0,0,0
1,1,1,0.3887486323378302,0,1,0.46705836404031753,0,0.037138750121092655,0,0,1,0,1,0,0
0,3,1,1.107019832276023,1,4,-0.13180637523056357,0,2.6706137587076615,0,0,1,0,0,1,0
0,1,0,0.7478842323069266,0,0,-0.17545057670879194,1,-0.6212300020255496,1,0,1,0,0,1,0
0,3,0,-0.11404120761890466,0,0,0.5001130458484868,1,-0.6212300020255496,1,0,1,0,1,0,0
0,1,0,2.2562537521771313,0,0,-0.00805572800115637,1,-0.6212300020255496,1,0,1,0,0,0,1
0,3,0,-1.837892087470567,4,1,-0.10473592114913072,0,2.6706137587076615,0,1,0,0,0,0,0
1,3,1,-2.053373447452025,1,1,-0.5023224425343673,0,0.6955075022677348,0,0,1,0,0,0,0
0,1,0,1.8971181522080347,0,0,-0.07002386460128204,1,-0.6212300020255496,1,0,0,0,0,1,0
0,3,0,-0.8323124075570973,1,1,-0.5747850759861439,0,0.6955075022677348,0,0,1,1,0,0,0
0,3,0,-0.32952256760036247,3,1,-0.1855782412847272,0,2.0122450065610193,0,0,1,0,1,0,0
0,1,1,1.4661554322451191,0,0,-0.11385148221736832,1,-0.6212300020255496,1,0,0,0,0,1,0
0,2,0,0.02961303236873388,0,0,-0.46107149018023613,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,0.4605757523316495,0,0,-0.74834977839136,1,-0.6212300020255496,1,0,1,0,0,1,0
0,3,1,-0.5450039275818203,8,2,0.7885890635381522,0,5.962457519440872,0,0,1,0,1,0,0
0,2,0,0.06552659236564351,0,0,-0.41576991396232815,1,-0.6212300020255496,1,0,0,0,1,0,0
0,3,0,-1.4787564875014707,4,2,-0.054738449835464,0,3.3289825108543036,0,0,1,0,0,0,0
1,2,0,-2.053373447452025,2,1,0.11348508624201138,0,1.353876254414377,0,0,1,0,0,0,0
1,3,1,-1.837892087470567,0,2,-0.2616340631721291,0,0.6955075022677348,0,0,1,0,0,0,0
0,1,0,0.7478842323069266,0,0,0.3565667147283469,1,-0.6212300020255496,1,0,1,0,0,1,0
1,3,1,-0.5450039275818203,1,0,-0.4058256655242508,0,0.037138750121092655,0,1,0,0,1,0,0
1,1,0,1.107019832276023,0,0,-0.1616391205447956,1,-0.6212300020255496,1,0,1,0,0,1,0
0,3,0,0.7478842323069266,1,1,-0.4058256655242508,0,0.6955075022677348,0,1,0,0,0,1,0
0,3,0,0.4605757523316495,0,0,-0.5738657854638682,1,-0.6212300020255496,1,0,1,0,0,1,0
1,2,1,0.1732672723563724,0,0,-0.46107149018023613,1,-0.6212300020255496,1,0,1,0,1,0,0
0,2,0,-0.760485287563278,0,0,-0.46107149018023613,1,-0.6212300020255496,1,0,1,0,1,0,0
1,3,1,-0.760485287563278,1,0,-0.5747850759861439,0,0.037138750121092655,0,0,1,0,1,0,0
1,2,0,-1.9097192074643863,1,1,-0.17379320196911238,0,0.6955075022677348,0,0,1,0,0,0,0
1,1,1,1.0351927122822036,0,0,-0.13576639594190454,1,-0.6212300020255496,1,0,0,0,0,1,0
1,1,1,2.0407723921956733,0,0,2.489515191710519,1,-0.6212300020255496,1,0,0,0,0,1,0
0,3,0,0.8915384722945651,0,1,-0.5626309945618272,0,0.037138750121092655,0,0,1,0,0,1,0
0,2,1,-0.4013496875941817,0,0,-0.46107149018023613,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,-0.11404120761890466,0,0,-0.5384156446986156,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,0.31692151234401095,0,0,-0.6048034472712202,1,-0.6212300020255496,1,0,1,0,1,0,0
0,3,0,1.1429333922729326,0,0,-0.5886893451355623,1,-0.6212300020255496,1,0,0,0,0,1,0
1,3,0,-0.8323124075570973,0,0,-0.5704582229990871,1,-0.6212300020255496,1,0,1,1,0,0,0
